track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,source,domain,chart,region,date,position,title,artist,url,scraped_at
Abracadabra,Steve Miller Band,Halloween Songs | Witches Hour,2,308373,False,0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,4,blues,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,99,Abracadabra,The Steve Miller Band,,2025-11-22T13:42:37.507466+00:00
You're So Vain,Marilyn Manson,West of Memphis: Voices For Justice,26,241146,False,0.526,0.794,9,-5.761,0,0.0556,0.00157,0.091,0.188,0.358,110.044,4,industrial,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,100,You're So Vain,Carly Simon,,2025-11-22T13:42:37.507466+00:00
Rock Around The Clock,Bill Haley & His Comets,Biggest Hits,53,137000,False,0.609,0.526,9,-13.106,1,0.43,0.139,0.0,0.0946,0.93,173.179,4,rockabilly,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,5,""" Rock Around the Clock """,Bill Haley & His Comets,,2025-11-22T13:42:50.133484+00:00
It's Now or Never,Elvis Presley,Elvis 30 #1 Hits,57,194600,False,0.643,0.491,4,-9.312,1,0.0344,0.642,0.00972,0.286,0.753,126.399,4,rock-n-roll,"[nan, nan, nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,7,""" It's Now or Never """,Elvis Presley,,2025-11-22T13:42:50.133484+00:00
"Yes Sir, I Can Boogie",Baccara,The Collection & Tracklisting,63,273866,False,0.454,0.769,2,-7.653,1,0.0814,0.127,3.23e-06,0.175,0.491,122.531,4,disco,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,12,""" Yes Sir, I Can Boogie """,Baccara,,2025-11-22T13:42:50.133484+00:00
Wind Of Change,Scorpions,Fishing Music,0,311240,False,0.429,0.63,0,-7.392,1,0.0329,0.078,0.0,0.104,0.211,151.627,4,german,"['Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change', 'Wind Of Change']",official_site,en.wikipedia.org,List of best-selling singles,,,1,""" Wind of Change """,Scorpions,,2025-11-22T13:42:50.133484+00:00
Rudolph The Red-Nosed Reindeer,Dean Martin,pov: you rock around the christmas tree,0,135760,False,0.478,0.201,7,-16.79,1,0.0332,0.919,0.0,0.0854,0.857,136.47,4,jazz,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,5,""" Rudolph the Red-Nosed Reindeer """,Gene Autry,,2025-11-22T13:42:50.133484+00:00
Time To Say Goodbye (Con Te Partiro),Sarah Brightman,Classics,39,246306,False,0.177,0.455,7,-7.264,1,0.0384,0.926,0.00113,0.0795,0.427,179.17,1,opera,['Time To Say Goodbye (Con Te Partiro)'],official_site,en.wikipedia.org,List of best-selling singles,,,8,""" Time to Say Goodbye """,Andrea Bocelli and Sarah Brightman,,2025-11-22T13:42:50.133484+00:00
YMCA,Village People,Can't Stop the Music (Original Soundtrack 1980),66,202573,False,0.742,0.696,6,-7.871,1,0.0735,0.19,0.0,0.151,0.84,126.432,3,disco,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,9,""" Y.M.C.A. """,Village People,,2025-11-22T13:42:50.133484+00:00
Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,26,197935,False,0.621,0.764,2,-8.702,1,0.0578,0.146,4.97e-05,0.161,0.745,102.288,4,disco,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,13,""" Kung Fu Fighting """,Carl Douglas,,2025-11-22T13:42:50.133484+00:00
Rock Your Baby,George McCrae,The Singles 1974 - 76,62,200053,False,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,4,disco,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,14,""" Rock Your Baby """,George McCrae,,2025-11-22T13:42:50.133484+00:00
Paper Dolls,The Nerves,One Way Ticket,27,147973,False,0.295,0.955,4,-4.746,1,0.0618,0.0485,0.088,0.191,0.377,174.414,4,power-pop,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,15,""" Paper Doll """,Mills Brothers,,2025-11-22T13:42:50.133484+00:00
Fernando,ABBA,Arrival,68,252960,False,0.354,0.535,9,-8.876,1,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,4,swedish,['Abba.'],official_site,en.wikipedia.org,List of best-selling singles,,,17,""" Fernando """,ABBA,,2025-11-22T13:42:50.133484+00:00
Diana,Paul Anka,Sings His Favorites,56,140520,False,0.551,0.576,7,-8.49,1,0.0325,0.762,0.0,0.803,0.919,142.814,4,rock-n-roll,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,19,""" Diana """,Paul Anka,,2025-11-22T13:42:50.133484+00:00
Hound Dog,Elvis Presley,Elvis' Golden Records,66,136026,False,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,4,rock-n-roll,"['Hound Dog', 'Hound Dog', 'Hound Dog', 'Hound Dog', 'Hound Dog', '***Elvis Presley***', '***Elvis Presley***', '***Elvis Presley***', '***Elvis Presley***', '***Elvis Presley***']",official_site,en.wikipedia.org,List of best-selling singles,,,26,""" Hound Dog """,Elvis Presley,,2025-11-22T13:42:50.133484+00:00
Rivers Of Babylon,Boney M.,20th Century Hits,43,197933,False,0.73,0.75,0,-7.582,1,0.0341,6.24e-05,0.72,0.354,0.785,122.774,4,disco,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,28,""" Rivers of Babylon """,Boney M.,,2025-11-22T13:42:50.133484+00:00
My Sharona,The Knack,Get The Knack,75,295400,False,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4,power-pop,"['New Cover Down', 'New Cover Down', 'New Cover Down']",official_site,en.wikipedia.org,List of best-selling singles,,,30,""" My Sharona """,The Knack,,2025-11-22T13:42:50.133484+00:00
Candle In The Wind 1997,Elton John,Candle In The Wind 1997 / Something About ...,59,250106,False,0.45,0.311,4,-8.175,1,0.0314,0.977,0.00713,0.167,0.367,125.648,4,piano,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,2,""" Candle in the Wind 1997 """,Elton John,,2025-11-22T13:42:50.133484+00:00
Don't Stop Believin',Journey,Escape (Bonus Track Version),83,250986,False,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,hard-rock,"[nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,3,""" Don't Stop Believin ' """,Journey,,2025-11-22T13:42:50.133484+00:00
Bohemian Rhapsody,Queen,Bohemian Rhapsody (The Original Soundtrack),75,354947,False,0.39,0.397,0,-9.963,0,0.0513,0.287,0.0,0.207,0.246,144.031,4,rock,['ease'],official_site,en.wikipedia.org,List of best-selling singles,,,6,""" Bohemian Rhapsody """,Queen,,2025-11-22T13:42:50.133484+00:00
Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alt-rock,"['Nirvana - Never Mind', 'Nirvana - Never Mind', 'Nirvana - Never Mind', 'Nirvana - Never Mind', 'Nirvana - Never Mind', 'Nirvana – Nevermind (Remastered)', 'Nirvana – Nevermind (Remastered)', 'Nirvana – Nevermind (Remastered)', 'Nirvana – Nevermind (Remastered)', 'Nirvana – Nevermind (Remastered)', 'Nevermind', 'Nevermind', 'Nevermind', 'Nevermind', 'Nevermind', 'Gitarsanger', 'Gitarsanger', 'Gitarsanger', 'Gitarsanger', 'Gitarsanger']",official_site,en.wikipedia.org,List of best-selling singles,,,7,""" Smells Like Teen Spirit """,Nirvana,,2025-11-22T13:42:50.133484+00:00
Thunderstruck,AC/DC,The Razors Edge,84,292880,False,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,hard-rock,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,8,""" Thunderstruck """,AC/DC,,2025-11-22T13:42:50.133484+00:00
Africa,TOTO,Toto IV,83,295893,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,9,""" Africa """,Toto,,2025-11-22T13:42:50.133484+00:00
Livin' On A Prayer,Bon Jovi,Обратно в клас - rock,1,250626,False,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4,metal,"['New Cover Down', 'New Cover Down', 'New Cover Down', 'New Cover Down', 'New Cover Down', 'New Cover Down', 'New Cover Down', 'New Cover Down', ""Daddy's Rock n Roll "", ""Daddy's Rock n Roll "", ""Daddy's Rock n Roll "", ""Daddy's Rock n Roll "", ""Daddy's Rock n Roll "", ""Daddy's Rock n Roll "", ""Daddy's Rock n Roll "", ""Daddy's Rock n Roll "", 'Foute Bon Jovi', 'Foute Bon Jovi', 'Foute Bon Jovi', 'Foute Bon Jovi', 'Foute Bon Jovi', 'Foute Bon Jovi', 'Foute Bon Jovi', 'Foute Bon Jovi']",official_site,en.wikipedia.org,List of best-selling singles,,,12,""" Livin' on a Prayer """,Bon Jovi,,2025-11-22T13:42:50.133484+00:00
Iris,The Goo Goo Dolls,La Fine dell'Estate,0,289906,False,0.291,0.791,11,-5.683,0,0.0361,0.00133,5.17e-06,0.0811,0.511,155.669,3,rock,"['Iris', 'Iris', 'Iris', 'Iris']",official_site,en.wikipedia.org,List of best-selling singles,,,13,""" Iris """,Goo Goo Dolls,,2025-11-22T13:42:50.133484+00:00
Back In Black,AC/DC,Back In Black,85,255493,False,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,hard-rock,"[nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,15,""" Back in Black """,AC/DC,,2025-11-22T13:42:50.133484+00:00
You Shook Me All Night Long,AC/DC,Back In Black,81,210173,False,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4,hard-rock,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,20,""" You Shook Me All Night Long """,AC/DC,,2025-11-22T13:42:50.133484+00:00
September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",83,215093,False,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,disco,"['Phunk', 'Phunk', 'Phunk', 'Phunk', 'Phunk', 'Phunk', 'Phunk']",official_site,en.wikipedia.org,List of best-selling singles,,,22,""" September ""","Earth, Wind & Fire",,2025-11-22T13:42:50.133484+00:00
Highway to Hell,AC/DC,Highway to Hell,85,208400,False,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,hard-rock,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,24,""" Highway to Hell """,AC/DC,,2025-11-22T13:42:50.133484+00:00
Ain't No Mountain High Enough,Marvin Gaye;Tammi Terrell,United,82,151666,False,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,4,funk,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,25,""" Ain't No Mountain High Enough """,Marvin Gaye,,2025-11-22T13:42:50.133484+00:00
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,79,238266,False,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4,disco,"['Whitesnake - Here I Go Again', 'Whitesnake - Here I Go Again', 'Whitesnake - Here I Go Again']",official_site,en.wikipedia.org,List of best-selling singles,,,28,""" Girls Just Want to Have Fun """,Cyndi Lauper,,2025-11-22T13:42:50.133484+00:00
Despacito,Luis Fonsi;Daddy Yankee,VIDA,80,229360,False,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4,latin,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,3,""" Despacito """,Luis Fonsi featuring Daddy Yankee,,2025-11-22T13:42:50.133484+00:00
Something Just Like This,The Chainsmokers;Coldplay,Memories...Do Not Open,85,247160,False,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,5,""" Something Just Like This """,The Chainsmokers and Coldplay,,2025-11-22T13:42:50.133484+00:00
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),77,236266,False,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,4,pop,['Love Story'],official_site,en.wikipedia.org,List of best-selling singles,,,16,""" Love Story """,Taylor Swift,,2025-11-22T13:42:50.133484+00:00
Someone Like You,Adele,21,81,285240,False,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,british,"['Gitarrlåtar', 'Gitarrlåtar', 'adele faves', 'adele faves']",official_site,en.wikipedia.org,List of best-selling singles,,,18,""" Someone Like You """,Adele,,2025-11-22T13:42:50.133484+00:00
Señorita,Shawn Mendes;Camila Cabello,Señorita,81,190960,False,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,4,dance,"[nan, nan, nan, nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,20,""" Señorita """,Shawn Mendes and Camila Cabello,,2025-11-22T13:42:50.133484+00:00
Poker Face,Lady Gaga,Workout Hits 2023,3,238906,False,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,4,""" Poker Face """,Lady Gaga,,2025-11-22T13:42:50.133484+00:00
Lean On,Major Lazer;MØ;DJ Snake,Peace Is The Mission (Extended),73,176561,False,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,dance,"[nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,10,""" Lean On """,Major Lazer & DJ Snake featuring MØ,,2025-11-22T13:42:50.133484+00:00
Hello,Adele,25,74,295502,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,british,"[nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,18,""" Hello """,Adele,,2025-11-22T13:42:50.133484+00:00
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,80,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic,"[""Jason Mraz – I'm Yours"", ""Jason Mraz – I'm Yours"", ""Jason Mraz – I'm Yours"", ""Jason Mraz – I'm Yours"", 'Bröllopslstan', 'Bröllopslstan', 'Bröllopslstan', 'Bröllopslstan']",official_site,en.wikipedia.org,List of best-selling singles,,,20,""" I'm Yours """,Jason Mraz,,2025-11-22T13:42:50.133484+00:00
Shallow,Lady Gaga;Bradley Cooper,A Star Is Born Soundtrack,84,215733,False,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,dance,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,36,""" Shallow """,Lady Gaga and Bradley Cooper,,2025-11-22T13:42:50.133484+00:00
Hips Don't Lie (feat. Wyclef Jean),Shakira;Wyclef Jean,"Oral Fixation, Vol. 2 (Expanded Edition)",84,218093,False,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,dance,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,40,""" Hips Don't Lie """,Shakira featuring Wyclef Jean,,2025-11-22T13:42:50.133484+00:00
Just Dance,Lady Gaga;Colby O'Donis,Halloween Party Canzoni per Bambini 2022,0,244055,False,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,4,dance,"[nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,41,""" Just Dance """,Lady Gaga featuring Colby O'Donis,,2025-11-22T13:42:50.133484+00:00
Save Your Tears,The Weeknd,After Hours,89,215626,True,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,4,pop,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,2,""" Save Your Tears """,The Weeknd,,2025-11-22T13:42:50.133484+00:00
STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),89,141805,True,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,hip-hop,"[nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,3,""" Stay """,The Kid Laroi and Justin Bieber,,2025-11-22T13:42:50.133484+00:00
Calm Down (with Selena Gomez),Rema;Selena Gomez,Calm Down (with Selena Gomez),92,239317,False,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,pop,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,11,""" Calm Down """,Rema and Selena Gomez,,2025-11-22T13:42:50.133484+00:00
Die For You,The Weeknd,Starboy,88,260253,False,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,4,pop,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,14,""" Die for You """,The Weeknd and Ariana Grande,,2025-11-22T13:42:50.133484+00:00
Butter,BTS,Proof,83,164952,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,k-pop,"[nan, nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,15,""" Butter """,BTS,,2025-11-22T13:42:50.133484+00:00
drivers license,Olivia Rodrigo,SOUR,88,242013,True,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4,pop,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,17,""" Drivers License """,Olivia Rodrigo,,2025-11-22T13:42:50.133484+00:00
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber;Daniel Caesar;Giveon,Justice,86,198081,True,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4,pop,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,18,""" Peaches """,Justin Bieber featuring Daniel Caesar and Giveon,,2025-11-22T13:42:50.133484+00:00
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,83,137704,True,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,4,hip-hop,"[nan, nan, nan]",official_site,en.wikipedia.org,List of best-selling singles,,,24,""" Montero (Call Me by Your Name) """,Lil Nas X,,2025-11-22T13:42:50.133484+00:00
Killing Me Softly (Mixed),R2Bees,CruiseControl: How I Met The Biggest Bird (DJ Mix),2,88125,False,0.707,0.835,9,-6.281,0,0.189,0.486,0.0,0.321,0.479,109.387,4,dancehall,[nan],official_site,en.wikipedia.org,List of best-selling singles,,,1,""" Killing Me Softly """,Fugees,,2025-11-22T13:42:50.133484+00:00
More Money,Chronic Law,More Money,18,177867,True,0.568,0.766,1,-6.262,1,0.355,0.296,0.0,0.0746,0.575,97.121,4,j-dance,[nan],official_site,turntablecharts.com,TurnTable Top 100 Album,,,19,Mr. Money With The Vibe Asake,,,2025-11-10T14:31:15.113015+00:00
